
Analyzing odd numbers 1 to 65535 (k=16):

Decimal  Binary             Win After  Max Bits   Head Grow  Extra Zeros  End Dec  End Bin           
46655    1011011000111111   6          19         3          4            33215    1000000110111111  
46657    1011011001000001   1          16         0          1            34993    1000100010110001  
46659    1011011001000011   2          17         1          3            13123    0011001101000011  
46661    1011011001000101   1          16         0          3            8749     0010001000101101  
46663    1011011001000111   3          17         1          1            78745    10011001110011001 
46665    1011011001001001   1          16         0          1            34999    1000100010110111  
46667    1011011001001011   2          17         1          1            52501    1100110100010101  
46669    1011011001001101   1          16         0          2            17501    0100010001011101  
46671    1011011001001111   4          18         2          2            59069    1110011010111101  
46673    1011011001010001   1          16         0          1            35005    1000100010111101  
46675    1011011001010011   2          17         1          2            26255    0110011010001111  
46677    1011011001010101   1          16         0          7            547      0000001000100011  
46679    1011011001010111   3          17         1          3            19693    0100110011101101  
46681    1011011001011001   1          16         0          1            35011    1000100011000011  
46683    1011011001011011   2          17         1          1            52519    1100110100100111  
46685    1011011001011101   1          16         0          2            17507    0100010001100011  
46687    1011011001011111   5          18         2          3            44317    1010110100011101  
46689    1011011001100001   1          16         0          1            35017    1000100011001001  
46691    1011011001100011   2          17         1          5            3283     0000110011010011  
46693    1011011001100101   1          16         0          3            8755     0010001000110011  
46695    1011011001100111   3          17         1          1            78799    10011001111001111 
46697    1011011001101001   1          16         0          1            35023    1000100011001111  
46699    1011011001101011   2          17         1          1            52537    1100110100111001  
46701    1011011001101101   1          16         0          2            17513    0100010001101001  
46703    1011011001101111   4          18         2          1            118219   11100110111001011 
46705    1011011001110001   1          16         0          1            35029    1000100011010101  
46707    1011011001110011   2          17         1          2            26273    0110011010100001  
46709    1011011001110101   1          16         0          4            4379     0001000100011011  
46711    1011011001110111   3          17         1          2            39413    1001100111110101  
46713    1011011001111001   1          16         0          1            35035    1000100011011011  
46715    1011011001111011   2          17         1          1            52555    1100110101001011  
46717    1011011001111101   1          16         0          2            17519    0100010001101111  
46719    1011011001111111   7          20         4          1            399127   1100001011100010111
46721    1011011010000001   1          16         0          1            35041    1000100011100001  
46723    1011011010000011   2          17         1          3            13141    0011001101010101  
46725    1011011010000101   1          16         0          3            8761     0010001000111001  
46727    1011011010000111   3          17         1          1            78853    10011010000000101 
46729    1011011010001001   1          16         0          1            35047    1000100011100111  
46731    1011011010001011   2          17         1          1            52573    1100110101011101  
46733    1011011010001101   1          16         0          2            17525    0100010001110101  
46735    1011011010001111   4          18         2          3            29575    0111001110000111  
46737    1011011010010001   1          16         0          1            35053    1000100011101101  
46739    1011011010010011   2          17         1          2            26291    0110011010110011  
46741    1011011010010101   1          16         0          5            2191     0000100010001111  
46743    1011011010010111   3          17         1          6            2465     0000100110100001  
46745    1011011010011001   1          16         0          1            35059    1000100011110011  
46747    1011011010011011   2          17         1          1            52591    1100110101101111  
46749    1011011010011101   1          16         0          2            17531    0100010001111011  
46751    1011011010011111   5          18         2          1            177511   101011010101100111
46753    1011011010100001   1          16         0          1            35065    1000100011111001  
46755    1011011010100011   2          17         1          4            6575     0001100110101111  
46757    1011011010100101   1          16         0          3            8767     0010001000111111  
46759    1011011010100111   3          17         1          1            78907    10011010000111011 
46761    1011011010101001   1          16         0          1            35071    1000100011111111  
46763    1011011010101011   2          17         1          1            52609    1100110110000001  
46765    1011011010101101   1          16         0          2            17537    0100010010000001  
46767    1011011010101111   4          18         2          1            118381   11100111001101101 
46769    1011011010110001   1          16         0          1            35077    1000100100000101  
46771    1011011010110011   2          17         1          2            26309    0110011011000101  
46773    1011011010110101   1          16         0          4            4385     0001000100100001  
46775    1011011010110111   3          17         1          2            39467    1001101000101011  
46777    1011011010111001   1          16         0          1            35083    1000100100001011  
46779    1011011010111011   2          17         1          1            52627    1100110110010011  
46781    1011011010111101   1          16         0          2            17543    0100010010000111  
46783    1011011010111111   6          19         3          1            266449   1000001000011010001
46785    1011011011000001   1          16         0          1            35089    1000100100010001  
46787    1011011011000011   2          17         1          3            13159    0011001101100111  
46789    1011011011000101   1          16         0          3            8773     0010001001000101  
46791    1011011011000111   3          17         1          1            78961    10011010001110001 
46793    1011011011001001   1          16         0          1            35095    1000100100010111  
46795    1011011011001011   2          17         1          1            52645    1100110110100101  
46797    1011011011001101   1          16         0          2            17549    0100010010001101  
46799    1011011011001111   4          18         2          2            59231    1110011101011111  
46801    1011011011010001   1          16         0          1            35101    1000100100011101  
46803    1011011011010011   2          17         1          2            26327    0110011011010111  
46805    1011011011010101   1          16         0          6            1097     0000010001001001  
46807    1011011011010111   3          17         1          3            19747    0100110100100011  
46809    1011011011011001   1          16         0          1            35107    1000100100100011  
46811    1011011011011011   2          17         1          1            52663    1100110110110111  
46813    1011011011011101   1          16         0          2            17555    0100010010010011  
46815    1011011011011111   5          18         2          2            88877    10101101100101101 
46817    1011011011100001   1          16         0          1            35113    1000100100101001  
46819    1011011011100011   2          17         1          7            823      0000001100110111  
46821    1011011011100101   1          16         0          3            8779     0010001001001011  
46823    1011011011100111   3          17         1          1            79015    10011010010100111 
46825    1011011011101001   1          16         0          1            35119    1000100100101111  
46827    1011011011101011   2          17         1          1            52681    1100110111001001  
46829    1011011011101101   1          16         0          2            17561    0100010010011001  
46831    1011011011101111   4          18         2          1            118543   11100111100001111 
46833    1011011011110001   1          16         0          1            35125    1000100100110101  
46835    1011011011110011   2          17         1          2            26345    0110011011101001  
46837    1011011011110101   1          16         0          4            4391     0001000100100111  
46839    1011011011110111   3          17         1          2            39521    1001101001100001  
46841    1011011011111001   1          16         0          1            35131    1000100100111011  
46843    1011011011111011   2          17         1          1            52699    1100110111011011  
46845    1011011011111101   1          16         0          2            17567    0100010010011111  
46847    1011011011111111   8          20         4          1            600331   10010010100100001011
46849    1011011100000001   1          16         0          1            35137    1000100101000001  
46851    1011011100000011   2          17         1          3            13177    0011001101111001  
46853    1011011100000101   1          16         0          3            8785     0010001001010001  
46855    1011011100000111   3          17         1          1            79069    10011010011011101 
46857    1011011100001001   1          16         0          1            35143    1000100101000111  
46859    1011011100001011   2          17         1          1            52717    1100110111101101  
46861    1011011100001101   1          16         0          2            17573    0100010010100101  
46863    1011011100001111   4          18         2          6            3707     0000111001111011  
46865    1011011100010001   1          16         0          1            35149    1000100101001101  
46867    1011011100010011   2          17         1          2            26363    0110011011111011  
46869    1011011100010101   1          16         0          5            2197     0000100010010101  
46871    1011011100010111   3          17         1          4            9887     0010011010011111  
46873    1011011100011001   1          16         0          1            35155    1000100101010011  
46875    1011011100011011   2          17         1          1            52735    1100110111111111  
46877    1011011100011101   1          16         0          2            17579    0100010010101011  
46879    1011011100011111   5          18         2          1            177997   101011011101001101
46881    1011011100100001   1          16         0          1            35161    1000100101011001  
46883    1011011100100011   2          17         1          4            6593     0001100111000001  
46885    1011011100100101   1          16         0          3            8791     0010001001010111  
46887    1011011100100111   3          17         1          1            79123    10011010100010011 
46889    1011011100101001   1          16         0          1            35167    1000100101011111  
46891    1011011100101011   2          17         1          1            52753    1100111000010001  
46893    1011011100101101   1          16         0          2            17585    0100010010110001  
46895    1011011100101111   4          18         2          1            118705   11100111110110001 
46897    1011011100110001   1          16         0          1            35173    1000100101100101  
46899    1011011100110011   2          17         1          2            26381    0110011100001101  
46901    1011011100110101   1          16         0          4            4397     0001000100101101  
46903    1011011100110111   3          17         1          2            39575    1001101010010111  
46905    1011011100111001   1          16         0          1            35179    1000100101101011  
46907    1011011100111011   2          17         1          1            52771    1100111000100011  
46909    1011011100111101   1          16         0          2            17591    0100010010110111  
46911    1011011100111111   6          19         3          2            133589   100000100111010101
46913    1011011101000001   1          16         0          1            35185    1000100101110001  
46915    1011011101000011   2          17         1          3            13195    0011001110001011  
46917    1011011101000101   1          16         0          3            8797     0010001001011101  
46919    1011011101000111   3          17         1          1            79177    10011010101001001 
46921    1011011101001001   1          16         0          1            35191    1000100101110111  
46923    1011011101001011   2          17         1          1            52789    1100111000110101  
46925    1011011101001101   1          16         0          2            17597    0100010010111101  
46927    1011011101001111   4          18         2          2            59393    1110100000000001  
46929    1011011101010001   1          16         0          1            35197    1000100101111101  
46931    1011011101010011   2          17         1          2            26399    0110011100011111  
46933    1011011101010101   1          16         0          8            275      0000000100010011  
46935    1011011101010111   3          17         1          3            19801    0100110101011001  
46937    1011011101011001   1          16         0          1            35203    1000100110000011  
46939    1011011101011011   2          17         1          1            52807    1100111001000111  
46941    1011011101011101   1          16         0          2            17603    0100010011000011  
46943    1011011101011111   5          18         2          7            2785     0000101011100001  
46945    1011011101100001   1          16         0          1            35209    1000100110001001  
46947    1011011101100011   2          17         1          5            3301     0000110011100101  
46949    1011011101100101   1          16         0          3            8803     0010001001100011  
46951    1011011101100111   3          17         1          1            79231    10011010101111111 
46953    1011011101101001   1          16         0          1            35215    1000100110001111  
46955    1011011101101011   2          17         1          1            52825    1100111001011001  
46957    1011011101101101   1          16         0          2            17609    0100010011001001  
46959    1011011101101111   4          18         2          1            118867   11101000001010011 
46961    1011011101110001   1          16         0          1            35221    1000100110010101  
46963    1011011101110011   2          17         1          2            26417    0110011100110001  
46965    1011011101110101   1          16         0          4            4403     0001000100110011  
46967    1011011101110111   3          17         1          2            39629    1001101011001101  
46969    1011011101111001   1          16         0          1            35227    1000100110011011  
46971    1011011101111011   2          17         1          1            52843    1100111001101011  
46973    1011011101111101   1          16         0          2            17615    0100010011001111  
46975    1011011101111111   7          20         4          2            200657   110000111111010001
46977    1011011110000001   1          16         0          1            35233    1000100110100001  
46979    1011011110000011   2          17         1          3            13213    0011001110011101  
46981    1011011110000101   1          16         0          3            8809     0010001001101001  
46983    1011011110000111   3          17         1          1            79285    10011010110110101 
46985    1011011110001001   1          16         0          1            35239    1000100110100111  
46987    1011011110001011   2          17         1          1            52861    1100111001111101  
46989    1011011110001101   1          16         0          2            17621    0100010011010101  
46991    1011011110001111   4          18         2          3            29737    0111010000101001  
46993    1011011110010001   1          16         0          1            35245    1000100110101101  
46995    1011011110010011   2          17         1          2            26435    0110011101000011  
46997    1011011110010101   1          16         0          5            2203     0000100010011011  
46999    1011011110010111   3          17         1          5            4957     0001001101011101  
47001    1011011110011001   1          16         0          1            35251    1000100110110011  
47003    1011011110011011   2          17         1          1            52879    1100111010001111  
47005    1011011110011101   1          16         0          2            17627    0100010011011011  
47007    1011011110011111   5          18         2          1            178483   101011100100110011
47009    1011011110100001   1          16         0          1            35257    1000100110111001  
47011    1011011110100011   2          17         1          4            6611     0001100111010011  
47013    1011011110100101   1          16         0          3            8815     0010001001101111  
47015    1011011110100111   3          17         1          1            79339    10011010111101011 
47017    1011011110101001   1          16         0          1            35263    1000100110111111  
47019    1011011110101011   2          17         1          1            52897    1100111010100001  
47021    1011011110101101   1          16         0          2            17633    0100010011100001  
47023    1011011110101111   4          18         2          1            119029   11101000011110101 
47025    1011011110110001   1          16         0          1            35269    1000100111000101  
47027    1011011110110011   2          17         1          2            26453    0110011101010101  
47029    1011011110110101   1          16         0          4            4409     0001000100111001  
47031    1011011110110111   3          17         1          2            39683    1001101100000011  
47033    1011011110111001   1          16         0          1            35275    1000100111001011  
47035    1011011110111011   2          17         1          1            52915    1100111010110011  
47037    1011011110111101   1          16         0          2            17639    0100010011100111  
47039    1011011110111111   6          19         3          1            267907   1000001011010000011
47041    1011011111000001   1          16         0          1            35281    1000100111010001  
47043    1011011111000011   2          17         1          3            13231    0011001110101111  
47045    1011011111000101   1          16         0          3            8821     0010001001110101  
47047    1011011111000111   3          17         1          1            79393    10011011000100001 
47049    1011011111001001   1          16         0          1            35287    1000100111010111  
47051    1011011111001011   2          17         1          1            52933    1100111011000101  
47053    1011011111001101   1          16         0          2            17645    0100010011101101  
47055    1011011111001111   4          18         2          2            59555    1110100010100011  
47057    1011011111010001   1          16         0          1            35293    1000100111011101  
47059    1011011111010011   2          17         1          2            26471    0110011101100111  
47061    1011011111010101   1          16         0          6            1103     0000010001001111  
47063    1011011111010111   3          17         1          3            19855    0100110110001111  
47065    1011011111011001   1          16         0          1            35299    1000100111100011  
47067    1011011111011011   2          17         1          1            52951    1100111011010111  
47069    1011011111011101   1          16         0          2            17651    0100010011110011  
47071    1011011111011111   5          18         2          2            89363    10101110100010011 
47073    1011011111100001   1          16         0          1            35305    1000100111101001  
47075    1011011111100011   2          17         1          6            1655     0000011001110111  
47077    1011011111100101   1          16         0          3            8827     0010001001111011  
47079    1011011111100111   3          17         1          1            79447    10011011001010111 
47081    1011011111101001   1          16         0          1            35311    1000100111101111  
47083    1011011111101011   2          17         1          1            52969    1100111011101001  
47085    1011011111101101   1          16         0          2            17657    0100010011111001  
47087    1011011111101111   4          18         2          1            119191   11101000110010111 
47089    1011011111110001   1          16         0          1            35317    1000100111110101  
47091    1011011111110011   2          17         1          2            26489    0110011101111001  
47093    1011011111110101   1          16         0          4            4415     0001000100111111  
47095    1011011111110111   3          17         1          2            39737    1001101100111001  
47097    1011011111111001   1          16         0          1            35323    1000100111111011  
47099    1011011111111011   2          17         1          1            52987    1100111011111011  
47101    1011011111111101   1          16         0          2            17663    0100010011111111  
47103    1011011111111111   11         22         6          2            1018595  11111000101011100011
47105    1011100000000001   1          16         0          1            35329    1000101000000001  
47107    1011100000000011   2          17         1          3            13249    0011001111000001  
47109    1011100000000101   1          16         0          3            8833     0010001010000001  
47111    1011100000000111   3          17         1          1            79501    10011011010001101 
47113    1011100000001001   1          16         0          1            35335    1000101000000111  
47115    1011100000001011   2          17         1          1            53005    1100111100001101  
47117    1011100000001101   1          16         0          2            17669    0100010100000101  
47119    1011100000001111   4          18         2          4            14909    0011101000111101  
47121    1011100000010001   1          16         0          1            35341    1000101000001101  
47123    1011100000010011   2          17         1          2            26507    0110011110001011  
47125    1011100000010101   1          16         0          5            2209     0000100010100001  
47127    1011100000010111   3          17         1          4            9941     0010011011010101  
47129    1011100000011001   1          16         0          1            35347    1000101000010011  
47131    1011100000011011   2          17         1          1            53023    1100111100011111  
47133    1011100000011101   1          16         0          2            17675    0100010100001011  
47135    1011100000011111   5          18         2          1            178969   101011101100011001
47137    1011100000100001   1          16         0          1            35353    1000101000011001  
47139    1011100000100011   2          17         1          4            6629     0001100111100101  
47141    1011100000100101   1          16         0          3            8839     0010001010000111  
47143    1011100000100111   3          17         1          1            79555    10011011011000011 
47145    1011100000101001   1          16         0          1            35359    1000101000011111  
47147    1011100000101011   2          17         1          1            53041    1100111100110001  
47149    1011100000101101   1          16         0          2            17681    0100010100010001  
47151    1011100000101111   4          18         2          1            119353   11101001000111001 
47153    1011100000110001   1          16         0          1            35365    1000101000100101  
47155    1011100000110011   2          17         1          2            26525    0110011110011101  
47157    1011100000110101   1          16         0          4            4421     0001000101000101  
47159    1011100000110111   3          17         1          2            39791    1001101101101111  
47161    1011100000111001   1          16         0          1            35371    1000101000101011  
47163    1011100000111011   2          17         1          1            53059    1100111101000011  
47165    1011100000111101   1          16         0          2            17687    0100010100010111  
47167    1011100000111111   6          19         3          3            67159    10000011001010111 
47169    1011100001000001   1          16         0          1            35377    1000101000110001  
47171    1011100001000011   2          17         1          3            13267    0011001111010011  
47173    1011100001000101   1          16         0          3            8845     0010001010001101  
47175    1011100001000111   3          17         1          1            79609    10011011011111001 
47177    1011100001001001   1          16         0          1            35383    1000101000110111  
47179    1011100001001011   2          17         1          1            53077    1100111101010101  
47181    1011100001001101   1          16         0          2            17693    0100010100011101  
47183    1011100001001111   4          18         2          2            59717    1110100101000101  
47185    1011100001010001   1          16         0          1            35389    1000101000111101  
47187    1011100001010011   2          17         1          2            26543    0110011110101111  
47189    1011100001010101   1          16         0          7            553      0000001000101001  
47191    1011100001010111   3          17         1          3            19909    0100110111000101  
47193    1011100001011001   1          16         0          1            35395    1000101001000011  
47195    1011100001011011   2          17         1          1            53095    1100111101100111  
47197    1011100001011101   1          16         0          2            17699    0100010100100011  
47199    1011100001011111   5          18         2          3            44803    1010111100000011  
47201    1011100001100001   1          16         0          1            35401    1000101001001001  
47203    1011100001100011   2          17         1          5            3319     0000110011110111  
47205    1011100001100101   1          16         0          3            8851     0010001010010011  
47207    1011100001100111   3          17         1          1            79663    10011011100101111 
47209    1011100001101001   1          16         0          1            35407    1000101001001111  
47211    1011100001101011   2          17         1          1            53113    1100111101111001  
47213    1011100001101101   1          16         0          2            17705    0100010100101001  
47215    1011100001101111   4          18         2          1            119515   11101001011011011 
47217    1011100001110001   1          16         0          1            35413    1000101001010101  
47219    1011100001110011   2          17         1          2            26561    0110011111000001  
47221    1011100001110101   1          16         0          4            4427     0001000101001011  
47223    1011100001110111   3          17         1          2            39845    1001101110100101  
47225    1011100001111001   1          16         0          1            35419    1000101001011011  
47227    1011100001111011   2          17         1          1            53131    1100111110001011  
47229    1011100001111101   1          16         0          2            17711    0100010100101111  
47231    1011100001111111   7          20         4          1            403501   1100010100000101101
47233    1011100010000001   1          16         0          1            35425    1000101001100001  
47235    1011100010000011   2          17         1          3            13285    0011001111100101  
47237    1011100010000101   1          16         0          3            8857     0010001010011001  
47239    1011100010000111   3          17         1          1            79717    10011011101100101 
47241    1011100010001001   1          16         0          1            35431    1000101001100111  
47243    1011100010001011   2          17         1          1            53149    1100111110011101  
47245    1011100010001101   1          16         0          2            17717    0100010100110101  
47247    1011100010001111   4          18         2          3            29899    0111010011001011  
47249    1011100010010001   1          16         0          1            35437    1000101001101101  
47251    1011100010010011   2          17         1          2            26579    0110011111010011  
47253    1011100010010101   1          16         0          5            2215     0000100010100111  
47255    1011100010010111   3          17         1          8            623      0000001001101111  
47257    1011100010011001   1          16         0          1            35443    1000101001110011  
47259    1011100010011011   2          17         1          1            53167    1100111110101111  
47261    1011100010011101   1          16         0          2            17723    0100010100111011  
47263    1011100010011111   5          18         2          1            179455   101011110011111111
47265    1011100010100001   1          16         0          1            35449    1000101001111001  
47267    1011100010100011   2          17         1          4            6647     0001100111110111  
47269    1011100010100101   1          16         0          3            8863     0010001010011111  
47271    1011100010100111   3          17         1          1            79771    10011011110011011 
47273    1011100010101001   1          16         0          1            35455    1000101001111111  
47275    1011100010101011   2          17         1          1            53185    1100111111000001  
47277    1011100010101101   1          16         0          2            17729    0100010101000001  
47279    1011100010101111   4          18         2          1            119677   11101001101111101 
47281    1011100010110001   1          16         0          1            35461    1000101010000101  
47283    1011100010110011   2          17         1          2            26597    0110011111100101  
47285    1011100010110101   1          16         0          4            4433     0001000101010001  
47287    1011100010110111   3          17         1          2            39899    1001101111011011  
47289    1011100010111001   1          16         0          1            35467    1000101010001011  
47291    1011100010111011   2          17         1          1            53203    1100111111010011  
47293    1011100010111101   1          16         0          2            17735    0100010101000111  
47295    1011100010111111   6          19         3          1            269365   1000001110000110101
47297    1011100011000001   1          16         0          1            35473    1000101010010001  
47299    1011100011000011   2          17         1          3            13303    0011001111110111  
47301    1011100011000101   1          16         0          3            8869     0010001010100101  
47303    1011100011000111   3          17         1          1            79825    10011011111010001 
47305    1011100011001001   1          16         0          1            35479    1000101010010111  
47307    1011100011001011   2          17         1          1            53221    1100111111100101  
47309    1011100011001101   1          16         0          2            17741    0100010101001101  
47311    1011100011001111   4          18         2          2            59879    1110100111100111  
47313    1011100011010001   1          16         0          1            35485    1000101010011101  
47315    1011100011010011   2          17         1          2            26615    0110011111110111  
47317    1011100011010101   1          16         0          6            1109     0000010001010101  
47319    1011100011010111   3          17         1          3            19963    0100110111111011  
47321    1011100011011001   1          16         0          1            35491    1000101010100011  
47323    1011100011011011   2          17         1          1            53239    1100111111110111  
47325    1011100011011101   1          16         0          2            17747    0100010101010011  
47327    1011100011011111   5          18         2          2            89849    10101111011111001 
47329    1011100011100001   1          16         0          1            35497    1000101010101001  
47331    1011100011100011   2          17         1          13           13       0000000000001101  
47333    1011100011100101   1          16         0          3            8875     0010001010101011  
47335    1011100011100111   3          17         1          1            79879    10011100000000111 
47337    1011100011101001   1          16         0          1            35503    1000101010101111  
47339    1011100011101011   2          17         1          1            53257    1101000000001001  
47341    1011100011101101   1          16         0          2            17753    0100010101011001  
47343    1011100011101111   4          18         2          1            119839   11101010000011111 
47345    1011100011110001   1          16         0          1            35509    1000101010110101  
47347    1011100011110011   2          17         1          2            26633    0110100000001001  
47349    1011100011110101   1          16         0          4            4439     0001000101010111  
47351    1011100011110111   3          17         1          2            39953    1001110000010001  
47353    1011100011111001   1          16         0          1            35515    1000101010111011  
47355    1011100011111011   2          17         1          1            53275    1101000000011011  
47357    1011100011111101   1          16         0          2            17759    0100010101011111  
47359    1011100011111111   8          20         4          3            151723   100101000010101011
47361    1011100100000001   1          16         0          1            35521    1000101011000001  
47363    1011100100000011   2          17         1          3            13321    0011010000001001  
47365    1011100100000101   1          16         0          3            8881     0010001010110001  
47367    1011100100000111   3          17         1          1            79933    10011100000111101 
47369    1011100100001001   1          16         0          1            35527    1000101011000111  
47371    1011100100001011   2          17         1          1            53293    1101000000101101  
47373    1011100100001101   1          16         0          2            17765    0100010101100101  
47375    1011100100001111   4          18         2          5            7495     0001110101000111  
47377    1011100100010001   1          16         0          1            35533    1000101011001101  
47379    1011100100010011   2          17         1          2            26651    0110100000011011  
47381    1011100100010101   1          16         0          5            2221     0000100010101101  
47383    1011100100010111   3          17         1          4            9995     0010011100001011  
47385    1011100100011001   1          16         0          1            35539    1000101011010011  
47387    1011100100011011   2          17         1          1            53311    1101000000111111  
47389    1011100100011101   1          16         0          2            17771    0100010101101011  
47391    1011100100011111   5          18         2          1            179941   101011111011100101
47393    1011100100100001   1          16         0          1            35545    1000101011011001  
47395    1011100100100011   2          17         1          4            6665     0001101000001001  
47397    1011100100100101   1          16         0          3            8887     0010001010110111  
47399    1011100100100111   3          17         1          1            79987    10011100001110011 
47401    1011100100101001   1          16         0          1            35551    1000101011011111  
47403    1011100100101011   2          17         1          1            53329    1101000001010001  
47405    1011100100101101   1          16         0          2            17777    0100010101110001  
47407    1011100100101111   4          18         2          1            120001   11101010011000001 
47409    1011100100110001   1          16         0          1            35557    1000101011100101  
47411    1011100100110011   2          17         1          2            26669    0110100000101101  
47413    1011100100110101   1          16         0          4            4445     0001000101011101  
47415    1011100100110111   3          17         1          2            40007    1001110001000111  
47417    1011100100111001   1          16         0          1            35563    1000101011101011  
47419    1011100100111011   2          17         1          1            53347    1101000001100011  
47421    1011100100111101   1          16         0          2            17783    0100010101110111  
47423    1011100100111111   6          19         3          2            135047   100000111110000111
47425    1011100101000001   1          16         0          1            35569    1000101011110001  
47427    1011100101000011   2          17         1          3            13339    0011010000011011  
47429    1011100101000101   1          16         0          3            8893     0010001010111101  
47431    1011100101000111   3          17         1          1            80041    10011100010101001 
47433    1011100101001001   1          16         0          1            35575    1000101011110111  
47435    1011100101001011   2          17         1          1            53365    1101000001110101  
47437    1011100101001101   1          16         0          2            17789    0100010101111101  
47439    1011100101001111   4          18         2          2            60041    1110101010001001  
47441    1011100101010001   1          16         0          1            35581    1000101011111101  
47443    1011100101010011   2          17         1          2            26687    0110100000111111  
47445    1011100101010101   1          16         0          9            139      0000000010001011  
47447    1011100101010111   3          17         1          3            20017    0100111000110001  
47449    1011100101011001   1          16         0          1            35587    1000101100000011  
47451    1011100101011011   2          17         1          1            53383    1101000010000111  
47453    1011100101011101   1          16         0          2            17795    0100010110000011  
47455    1011100101011111   5          18         2          4            22523    0101011111111011  
47457    1011100101100001   1          16         0          1            35593    1000101100001001  
47459    1011100101100011   2          17         1          5            3337     0000110100001001  
47461    1011100101100101   1          16         0          3            8899     0010001011000011  
47463    1011100101100111   3          17         1          1            80095    10011100011011111 
47465    1011100101101001   1          16         0          1            35599    1000101100001111  
47467    1011100101101011   2          17         1          1            53401    1101000010011001  
47469    1011100101101101   1          16         0          2            17801    0100010110001001  
47471    1011100101101111   4          18         2          1            120163   11101010101100011 
47473    1011100101110001   1          16         0          1            35605    1000101100010101  
47475    1011100101110011   2          17         1          2            26705    0110100001010001  
47477    1011100101110101   1          16         0          4            4451     0001000101100011  
47479    1011100101110111   3          17         1          2            40061    1001110001111101  
47481    1011100101111001   1          16         0          1            35611    1000101100011011  
47483    1011100101111011   2          17         1          1            53419    1101000010101011  
47485    1011100101111101   1          16         0          2            17807    0100010110001111  
47487    1011100101111111   7          20         4          4            50711    1100011000010111  
47489    1011100110000001   1          16         0          1            35617    1000101100100001  
47491    1011100110000011   2          17         1          3            13357    0011010000101101  
47493    1011100110000101   1          16         0          3            8905     0010001011001001  
47495    1011100110000111   3          17         1          1            80149    10011100100010101 
47497    1011100110001001   1          16         0          1            35623    1000101100100111  
47499    1011100110001011   2          17         1          1            53437    1101000010111101  
47501    1011100110001101   1          16         0          2            17813    0100010110010101  
47503    1011100110001111   4          18         2          3            30061    0111010101101101  
47505    1011100110010001   1          16         0          1            35629    1000101100101101  
47507    1011100110010011   2          17         1          2            26723    0110100001100011  
47509    1011100110010101   1          16         0          5            2227     0000100010110011  
47511    1011100110010111   3          17         1          5            5011     0001001110010011  
47513    1011100110011001   1          16         0          1            35635    1000101100110011  
47515    1011100110011011   2          17         1          1            53455    1101000011001111  
47517    1011100110011101   1          16         0          2            17819    0100010110011011  
47519    1011100110011111   5          18         2          1            180427   101100000011001011
47521    1011100110100001   1          16         0          1            35641    1000101100111001  
47523    1011100110100011   2          17         1          4            6683     0001101000011011  
47525    1011100110100101   1          16         0          3            8911     0010001011001111  
47527    1011100110100111   3          17         1          1            80203    10011100101001011 
47529    1011100110101001   1          16         0          1            35647    1000101100111111  
47531    1011100110101011   2          17         1          1            53473    1101000011100001  
47533    1011100110101101   1          16         0          2            17825    0100010110100001  
47535    1011100110101111   4          18         2          1            120325   11101011000000101 
47537    1011100110110001   1          16         0          1            35653    1000101101000101  
