
Analyzing odd numbers 1 to 65535 (k=16):

Decimal  Binary             Win After  Max Bits   Head Grow  Extra Zeros  End Dec  End Bin           
4649     0001001000101001   1          13         0          1            3487     0000110110011111  
4651     0001001000101011   2          13         0          1            5233     0001010001110001  
4653     0001001000101101   1          13         0          2            1745     0000011011010001  
4655     0001001000101111   4          14         1          1            11785    0010111000001001  
4657     0001001000110001   1          13         0          1            3493     0000110110100101  
4659     0001001000110011   2          13         0          2            2621     0000101000111101  
4661     0001001000110101   1          13         0          4            437      0000000110110101  
4663     0001001000110111   3          14         1          2            3935     0000111101011111  
4665     0001001000111001   1          13         0          1            3499     0000110110101011  
4667     0001001000111011   2          13         0          1            5251     0001010010000011  
4669     0001001000111101   1          13         0          2            1751     0000011011010111  
4671     0001001000111111   6          16         3          5            1663     0000011001111111  
4673     0001001001000001   1          13         0          1            3505     0000110110110001  
4675     0001001001000011   2          13         0          3            1315     0000010100100011  
4677     0001001001000101   1          13         0          3            877      0000001101101101  
4679     0001001001000111   3          14         1          1            7897     0001111011011001  
4681     0001001001001001   1          13         0          1            3511     0000110110110111  
4683     0001001001001011   2          13         0          1            5269     0001010010010101  
4685     0001001001001101   1          13         0          2            1757     0000011011011101  
4687     0001001001001111   4          14         1          2            5933     0001011100101101  
4689     0001001001010001   1          13         0          1            3517     0000110110111101  
4691     0001001001010011   2          13         0          2            2639     0000101001001111  
4693     0001001001010101   1          13         0          7            55       0000000000110111  
4695     0001001001010111   3          14         1          3            1981     0000011110111101  
4697     0001001001011001   1          13         0          1            3523     0000110111000011  
4699     0001001001011011   2          13         0          1            5287     0001010010100111  
4701     0001001001011101   1          13         0          2            1763     0000011011100011  
4703     0001001001011111   5          15         2          3            4465     0001000101110001  
4705     0001001001100001   1          13         0          1            3529     0000110111001001  
4707     0001001001100011   2          13         0          5            331      0000000101001011  
4709     0001001001100101   1          13         0          3            883      0000001101110011  
4711     0001001001100111   3          14         1          1            7951     0001111100001111  
4713     0001001001101001   1          13         0          1            3535     0000110111001111  
4715     0001001001101011   2          13         0          1            5305     0001010010111001  
4717     0001001001101101   1          13         0          2            1769     0000011011101001  
4719     0001001001101111   4          14         1          1            11947    0010111010101011  
4721     0001001001110001   1          13         0          1            3541     0000110111010101  
4723     0001001001110011   2          13         0          2            2657     0000101001100001  
4725     0001001001110101   1          13         0          4            443      0000000110111011  
4727     0001001001110111   3          14         1          2            3989     0000111110010101  
4729     0001001001111001   1          13         0          1            3547     0000110111011011  
4731     0001001001111011   2          13         0          1            5323     0001010011001011  
4733     0001001001111101   1          13         0          2            1775     0000011011101111  
4735     0001001001111111   7          16         3          1            40459    1001111000001011  
4737     0001001010000001   1          13         0          1            3553     0000110111100001  
4739     0001001010000011   2          13         0          3            1333     0000010100110101  
4741     0001001010000101   1          13         0          3            889      0000001101111001  
4743     0001001010000111   3          14         1          1            8005     0001111101000101  
4745     0001001010001001   1          13         0          1            3559     0000110111100111  
4747     0001001010001011   2          13         0          1            5341     0001010011011101  
4749     0001001010001101   1          13         0          2            1781     0000011011110101  
4751     0001001010001111   4          14         1          3            3007     0000101110111111  
4753     0001001010010001   1          13         0          1            3565     0000110111101101  
4755     0001001010010011   2          13         0          2            2675     0000101001110011  
4757     0001001010010101   1          13         0          5            223      0000000011011111  
4759     0001001010010111   3          14         1          6            251      0000000011111011  
4761     0001001010011001   1          13         0          1            3571     0000110111110011  
4763     0001001010011011   2          13         0          1            5359     0001010011101111  
4765     0001001010011101   1          13         0          2            1787     0000011011111011  
4767     0001001010011111   5          15         2          1            18103    0100011010110111  
4769     0001001010100001   1          13         0          1            3577     0000110111111001  
4771     0001001010100011   2          13         0          4            671      0000001010011111  
4773     0001001010100101   1          13         0          3            895      0000001101111111  
4775     0001001010100111   3          14         1          1            8059     0001111101111011  
4777     0001001010101001   1          13         0          1            3583     0000110111111111  
4779     0001001010101011   2          13         0          1            5377     0001010100000001  
4781     0001001010101101   1          13         0          2            1793     0000011100000001  
4783     0001001010101111   4          14         1          1            12109    0010111101001101  
4785     0001001010110001   1          13         0          1            3589     0000111000000101  
4787     0001001010110011   2          13         0          2            2693     0000101010000101  
4789     0001001010110101   1          13         0          4            449      0000000111000001  
4791     0001001010110111   3          14         1          2            4043     0000111111001011  
4793     0001001010111001   1          13         0          1            3595     0000111000001011  
4795     0001001010111011   2          13         0          1            5395     0001010100010011  
4797     0001001010111101   1          13         0          2            1799     0000011100000111  
4799     0001001010111111   6          16         3          1            27337    0110101011001001  
4801     0001001011000001   1          13         0          1            3601     0000111000010001  
4803     0001001011000011   2          13         0          3            1351     0000010101000111  
4805     0001001011000101   1          13         0          3            901      0000001110000101  
4807     0001001011000111   3          14         1          1            8113     0001111110110001  
4809     0001001011001001   1          13         0          1            3607     0000111000010111  
4811     0001001011001011   2          13         0          1            5413     0001010100100101  
4813     0001001011001101   1          13         0          2            1805     0000011100001101  
4815     0001001011001111   4          14         1          2            6095     0001011111001111  
4817     0001001011010001   1          13         0          1            3613     0000111000011101  
4819     0001001011010011   2          13         0          2            2711     0000101010010111  
4821     0001001011010101   1          13         0          6            113      0000000001110001  
4823     0001001011010111   3          14         1          3            2035     0000011111110011  
4825     0001001011011001   1          13         0          1            3619     0000111000100011  
4827     0001001011011011   2          13         0          1            5431     0001010100110111  
4829     0001001011011101   1          13         0          2            1811     0000011100010011  
4831     0001001011011111   5          15         2          2            9173     0010001111010101  
4833     0001001011100001   1          13         0          1            3625     0000111000101001  
4835     0001001011100011   2          13         0          7            85       0000000001010101  
4837     0001001011100101   1          13         0          3            907      0000001110001011  
4839     0001001011100111   3          14         1          1            8167     0001111111100111  
4841     0001001011101001   1          13         0          1            3631     0000111000101111  
4843     0001001011101011   2          13         0          1            5449     0001010101001001  
4845     0001001011101101   1          13         0          2            1817     0000011100011001  
4847     0001001011101111   4          14         1          1            12271    0010111111101111  
4849     0001001011110001   1          13         0          1            3637     0000111000110101  
4851     0001001011110011   2          13         0          2            2729     0000101010101001  
4853     0001001011110101   1          13         0          4            455      0000000111000111  
4855     0001001011110111   3          14         1          2            4097     0001000000000001  
4857     0001001011111001   1          13         0          1            3643     0000111000111011  
4859     0001001011111011   2          13         0          1            5467     0001010101011011  
4861     0001001011111101   1          13         0          2            1823     0000011100011111  
4863     0001001011111111   8          17         4          1            62329    1111001101111001  
4865     0001001100000001   1          13         0          1            3649     0000111001000001  
4867     0001001100000011   2          13         0          3            1369     0000010101011001  
4869     0001001100000101   1          13         0          3            913      0000001110010001  
4871     0001001100000111   3          14         1          1            8221     0010000000011101  
4873     0001001100001001   1          13         0          1            3655     0000111001000111  
4875     0001001100001011   2          13         0          1            5485     0001010101101101  
4877     0001001100001101   1          13         0          2            1829     0000011100100101  
4879     0001001100001111   4          15         2          7            193      0000000011000001  
4881     0001001100010001   1          13         0          1            3661     0000111001001101  
4883     0001001100010011   2          13         0          2            2747     0000101010111011  
4885     0001001100010101   1          13         0          5            229      0000000011100101  
4887     0001001100010111   3          14         1          4            1031     0000010000000111  
4889     0001001100011001   1          13         0          1            3667     0000111001010011  
4891     0001001100011011   2          13         0          1            5503     0001010101111111  
4893     0001001100011101   1          13         0          2            1835     0000011100101011  
4895     0001001100011111   5          15         2          1            18589    0100100010011101  
4897     0001001100100001   1          13         0          1            3673     0000111001011001  
4899     0001001100100011   2          13         0          4            689      0000001010110001  
4901     0001001100100101   1          13         0          3            919      0000001110010111  
4903     0001001100100111   3          14         1          1            8275     0010000001010011  
4905     0001001100101001   1          13         0          1            3679     0000111001011111  
4907     0001001100101011   2          13         0          1            5521     0001010110010001  
4909     0001001100101101   1          13         0          2            1841     0000011100110001  
4911     0001001100101111   4          15         2          1            12433    0011000010010001  
4913     0001001100110001   1          13         0          1            3685     0000111001100101  
4915     0001001100110011   2          13         0          2            2765     0000101011001101  
4917     0001001100110101   1          13         0          4            461      0000000111001101  
4919     0001001100110111   3          14         1          2            4151     0001000000110111  
4921     0001001100111001   1          13         0          1            3691     0000111001101011  
4923     0001001100111011   2          13         0          1            5539     0001010110100011  
4925     0001001100111101   1          13         0          2            1847     0000011100110111  
4927     0001001100111111   6          16         3          2            14033    0011011011010001  
4929     0001001101000001   1          13         0          1            3697     0000111001110001  
4931     0001001101000011   2          13         0          3            1387     0000010101101011  
4933     0001001101000101   1          13         0          3            925      0000001110011101  
4935     0001001101000111   3          14         1          1            8329     0010000010001001  
4937     0001001101001001   1          13         0          1            3703     0000111001110111  
4939     0001001101001011   2          13         0          1            5557     0001010110110101  
4941     0001001101001101   1          13         0          2            1853     0000011100111101  
4943     0001001101001111   4          15         2          2            6257     0001100001110001  
4945     0001001101010001   1          13         0          1            3709     0000111001111101  
4947     0001001101010011   2          13         0          2            2783     0000101011011111  
4949     0001001101010101   1          13         0          8            29       0000000000011101  
4951     0001001101010111   3          14         1          3            2089     0000100000101001  
4953     0001001101011001   1          13         0          1            3715     0000111010000011  
4955     0001001101011011   2          13         0          1            5575     0001010111000111  
4957     0001001101011101   1          13         0          2            1859     0000011101000011  
4959     0001001101011111   5          15         2          5            1177     0000010010011001  
4961     0001001101100001   1          13         0          1            3721     0000111010001001  
4963     0001001101100011   2          13         0          5            349      0000000101011101  
4965     0001001101100101   1          13         0          3            931      0000001110100011  
4967     0001001101100111   3          14         1          1            8383     0010000010111111  
4969     0001001101101001   1          13         0          1            3727     0000111010001111  
4971     0001001101101011   2          13         0          1            5593     0001010111011001  
4973     0001001101101101   1          13         0          2            1865     0000011101001001  
4975     0001001101101111   4          15         2          1            12595    0011000100110011  
4977     0001001101110001   1          13         0          1            3733     0000111010010101  
4979     0001001101110011   2          13         0          2            2801     0000101011110001  
4981     0001001101110101   1          13         0          4            467      0000000111010011  
4983     0001001101110111   3          14         1          2            4205     0001000001101101  
4985     0001001101111001   1          13         0          1            3739     0000111010011011  
4987     0001001101111011   2          13         0          1            5611     0001010111101011  
4989     0001001101111101   1          13         0          2            1871     0000011101001111  
4991     0001001101111111   7          16         3          2            21323    0101001101001011  
4993     0001001110000001   1          13         0          1            3745     0000111010100001  
4995     0001001110000011   2          13         0          3            1405     0000010101111101  
4997     0001001110000101   1          13         0          3            937      0000001110101001  
4999     0001001110000111   3          14         1          1            8437     0010000011110101  
5001     0001001110001001   1          13         0          1            3751     0000111010100111  
5003     0001001110001011   2          13         0          1            5629     0001010111111101  
5005     0001001110001101   1          13         0          2            1877     0000011101010101  
5007     0001001110001111   4          15         2          3            3169     0000110001100001  
5009     0001001110010001   1          13         0          1            3757     0000111010101101  
5011     0001001110010011   2          13         0          2            2819     0000101100000011  
5013     0001001110010101   1          13         0          5            235      0000000011101011  
5015     0001001110010111   3          14         1          5            529      0000001000010001  
5017     0001001110011001   1          13         0          1            3763     0000111010110011  
5019     0001001110011011   2          13         0          1            5647     0001011000001111  
5021     0001001110011101   1          13         0          2            1883     0000011101011011  
5023     0001001110011111   5          15         2          1            19075    0100101010000011  
5025     0001001110100001   1          13         0          1            3769     0000111010111001  
5027     0001001110100011   2          13         0          4            707      0000001011000011  
5029     0001001110100101   1          13         0          3            943      0000001110101111  
5031     0001001110100111   3          14         1          1            8491     0010000100101011  
5033     0001001110101001   1          13         0          1            3775     0000111010111111  
5035     0001001110101011   2          13         0          1            5665     0001011000100001  
5037     0001001110101101   1          13         0          2            1889     0000011101100001  
5039     0001001110101111   4          15         2          1            12757    0011000111010101  
5041     0001001110110001   1          13         0          1            3781     0000111011000101  
5043     0001001110110011   2          13         0          2            2837     0000101100010101  
5045     0001001110110101   1          13         0          4            473      0000000111011001  
5047     0001001110110111   3          14         1          2            4259     0001000010100011  
5049     0001001110111001   1          13         0          1            3787     0000111011001011  
5051     0001001110111011   2          13         0          1            5683     0001011000110011  
5053     0001001110111101   1          13         0          2            1895     0000011101100111  
5055     0001001110111111   6          16         3          1            28795    0111000001111011  
5057     0001001111000001   1          13         0          1            3793     0000111011010001  
5059     0001001111000011   2          13         0          3            1423     0000010110001111  
5061     0001001111000101   1          13         0          3            949      0000001110110101  
5063     0001001111000111   3          14         1          1            8545     0010000101100001  
5065     0001001111001001   1          13         0          1            3799     0000111011010111  
5067     0001001111001011   2          13         0          1            5701     0001011001000101  
5069     0001001111001101   1          13         0          2            1901     0000011101101101  
5071     0001001111001111   4          15         2          2            6419     0001100100010011  
5073     0001001111010001   1          13         0          1            3805     0000111011011101  
5075     0001001111010011   2          13         0          2            2855     0000101100100111  
5077     0001001111010101   1          13         0          6            119      0000000001110111  
5079     0001001111010111   3          14         1          3            2143     0000100001011111  
5081     0001001111011001   1          13         0          1            3811     0000111011100011  
5083     0001001111011011   2          13         0          1            5719     0001011001010111  
5085     0001001111011101   1          13         0          2            1907     0000011101110011  
5087     0001001111011111   5          15         2          2            9659     0010010110111011  
5089     0001001111100001   1          13         0          1            3817     0000111011101001  
5091     0001001111100011   2          13         0          6            179      0000000010110011  
5093     0001001111100101   1          13         0          3            955      0000001110111011  
5095     0001001111100111   3          14         1          1            8599     0010000110010111  
5097     0001001111101001   1          13         0          1            3823     0000111011101111  
5099     0001001111101011   2          13         0          1            5737     0001011001101001  
5101     0001001111101101   1          13         0          2            1913     0000011101111001  
5103     0001001111101111   4          15         2          1            12919    0011001001110111  
5105     0001001111110001   1          13         0          1            3829     0000111011110101  
5107     0001001111110011   2          13         0          2            2873     0000101100111001  
5109     0001001111110101   1          13         0          4            479      0000000111011111  
5111     0001001111110111   3          14         1          2            4313     0001000011011001  
5113     0001001111111001   1          13         0          1            3835     0000111011111011  
5115     0001001111111011   2          13         0          1            5755     0001011001111011  
5117     0001001111111101   1          13         0          2            1919     0000011101111111  
5119     0001001111111111   10         18         5          2            73811    10010000001010011 
5121     0001010000000001   1          13         0          1            3841     0000111100000001  
5123     0001010000000011   2          13         0          3            1441     0000010110100001  
5125     0001010000000101   1          13         0          3            961      0000001111000001  
5127     0001010000000111   3          14         1          1            8653     0010000111001101  
5129     0001010000001001   1          13         0          1            3847     0000111100000111  
5131     0001010000001011   2          13         0          1            5773     0001011010001101  
5133     0001010000001101   1          13         0          2            1925     0000011110000101  
5135     0001010000001111   4          15         2          4            1625     0000011001011001  
5137     0001010000010001   1          13         0          1            3853     0000111100001101  
5139     0001010000010011   2          13         0          2            2891     0000101101001011  
5141     0001010000010101   1          13         0          5            241      0000000011110001  
5143     0001010000010111   3          14         1          4            1085     0000010000111101  
5145     0001010000011001   1          13         0          1            3859     0000111100010011  
5147     0001010000011011   2          13         0          1            5791     0001011010011111  
5149     0001010000011101   1          13         0          2            1931     0000011110001011  
5151     0001010000011111   5          15         2          1            19561    0100110001101001  
5153     0001010000100001   1          13         0          1            3865     0000111100011001  
5155     0001010000100011   2          13         0          4            725      0000001011010101  
5157     0001010000100101   1          13         0          3            967      0000001111000111  
5159     0001010000100111   3          14         1          1            8707     0010001000000011  
5161     0001010000101001   1          13         0          1            3871     0000111100011111  
5163     0001010000101011   2          13         0          1            5809     0001011010110001  
5165     0001010000101101   1          13         0          2            1937     0000011110010001  
5167     0001010000101111   4          15         2          1            13081    0011001100011001  
5169     0001010000110001   1          13         0          1            3877     0000111100100101  
5171     0001010000110011   2          13         0          2            2909     0000101101011101  
5173     0001010000110101   1          13         0          4            485      0000000111100101  
5175     0001010000110111   3          14         1          2            4367     0001000100001111  
5177     0001010000111001   1          13         0          1            3883     0000111100101011  
5179     0001010000111011   2          13         0          1            5827     0001011011000011  
5181     0001010000111101   1          13         0          2            1943     0000011110010111  
5183     0001010000111111   6          16         3          3            7381     0001110011010101  
5185     0001010001000001   1          13         0          1            3889     0000111100110001  
5187     0001010001000011   2          13         0          3            1459     0000010110110011  
5189     0001010001000101   1          13         0          3            973      0000001111001101  
5191     0001010001000111   3          14         1          1            8761     0010001000111001  
5193     0001010001001001   1          13         0          1            3895     0000111100110111  
5195     0001010001001011   2          13         0          1            5845     0001011011010101  
5197     0001010001001101   1          13         0          2            1949     0000011110011101  
5199     0001010001001111   4          15         2          2            6581     0001100110110101  
5201     0001010001010001   1          13         0          1            3901     0000111100111101  
5203     0001010001010011   2          13         0          2            2927     0000101101101111  
5205     0001010001010101   1          13         0          7            61       0000000000111101  
5207     0001010001010111   3          14         1          3            2197     0000100010010101  
5209     0001010001011001   1          13         0          1            3907     0000111101000011  
5211     0001010001011011   2          13         0          1            5863     0001011011100111  
5213     0001010001011101   1          13         0          2            1955     0000011110100011  
5215     0001010001011111   5          15         2          3            4951     0001001101010111  
5217     0001010001100001   1          13         0          1            3913     0000111101001001  
5219     0001010001100011   2          13         0          5            367      0000000101101111  
5221     0001010001100101   1          13         0          3            979      0000001111010011  
5223     0001010001100111   3          14         1          1            8815     0010001001101111  
5225     0001010001101001   1          13         0          1            3919     0000111101001111  
5227     0001010001101011   2          13         0          1            5881     0001011011111001  
5229     0001010001101101   1          13         0          2            1961     0000011110101001  
5231     0001010001101111   4          15         2          1            13243    0011001110111011  
5233     0001010001110001   1          13         0          1            3925     0000111101010101  
5235     0001010001110011   2          13         0          2            2945     0000101110000001  
5237     0001010001110101   1          13         0          4            491      0000000111101011  
5239     0001010001110111   3          14         1          2            4421     0001000101000101  
5241     0001010001111001   1          13         0          1            3931     0000111101011011  
5243     0001010001111011   2          13         0          1            5899     0001011100001011  
5245     0001010001111101   1          13         0          2            1967     0000011110101111  
5247     0001010001111111   7          16         3          1            44833    1010111100100001  
5249     0001010010000001   1          13         0          1            3937     0000111101100001  
5251     0001010010000011   2          13         0          3            1477     0000010111000101  
5253     0001010010000101   1          13         0          3            985      0000001111011001  
5255     0001010010000111   3          14         1          1            8869     0010001010100101  
5257     0001010010001001   1          13         0          1            3943     0000111101100111  
5259     0001010010001011   2          13         0          1            5917     0001011100011101  
5261     0001010010001101   1          13         0          2            1973     0000011110110101  
5263     0001010010001111   4          15         2          3            3331     0000110100000011  
5265     0001010010010001   1          13         0          1            3949     0000111101101101  
5267     0001010010010011   2          13         0          2            2963     0000101110010011  
5269     0001010010010101   1          13         0          5            247      0000000011110111  
5271     0001010010010111   3          14         1          7            139      0000000010001011  
5273     0001010010011001   1          13         0          1            3955     0000111101110011  
5275     0001010010011011   2          13         0          1            5935     0001011100101111  
5277     0001010010011101   1          13         0          2            1979     0000011110111011  
5279     0001010010011111   5          15         2          1            20047    0100111001001111  
5281     0001010010100001   1          13         0          1            3961     0000111101111001  
5283     0001010010100011   2          13         0          4            743      0000001011100111  
5285     0001010010100101   1          13         0          3            991      0000001111011111  
5287     0001010010100111   3          14         1          1            8923     0010001011011011  
5289     0001010010101001   1          13         0          1            3967     0000111101111111  
5291     0001010010101011   2          13         0          1            5953     0001011101000001  
5293     0001010010101101   1          13         0          2            1985     0000011111000001  
5295     0001010010101111   4          15         2          1            13405    0011010001011101  
5297     0001010010110001   1          13         0          1            3973     0000111110000101  
5299     0001010010110011   2          13         0          2            2981     0000101110100101  
5301     0001010010110101   1          13         0          4            497      0000000111110001  
5303     0001010010110111   3          14         1          2            4475     0001000101111011  
5305     0001010010111001   1          13         0          1            3979     0000111110001011  
5307     0001010010111011   2          13         0          1            5971     0001011101010011  
5309     0001010010111101   1          13         0          2            1991     0000011111000111  
5311     0001010010111111   6          16         3          1            30253    0111011000101101  
5313     0001010011000001   1          13         0          1            3985     0000111110010001  
5315     0001010011000011   2          13         0          3            1495     0000010111010111  
5317     0001010011000101   1          13         0          3            997      0000001111100101  
5319     0001010011000111   3          14         1          1            8977     0010001100010001  
5321     0001010011001001   1          13         0          1            3991     0000111110010111  
5323     0001010011001011   2          13         0          1            5989     0001011101100101  
5325     0001010011001101   1          13         0          2            1997     0000011111001101  
5327     0001010011001111   4          15         2          2            6743     0001101001010111  
5329     0001010011010001   1          13         0          1            3997     0000111110011101  
5331     0001010011010011   2          13         0          2            2999     0000101110110111  
5333     0001010011010101   1          13         0          6            125      0000000001111101  
5335     0001010011010111   3          14         1          3            2251     0000100011001011  
5337     0001010011011001   1          13         0          1            4003     0000111110100011  
5339     0001010011011011   2          13         0          1            6007     0001011101110111  
5341     0001010011011101   1          13         0          2            2003     0000011111010011  
5343     0001010011011111   5          15         2          2            10145    0010011110100001  
5345     0001010011100001   1          13         0          1            4009     0000111110101001  
5347     0001010011100011   2          13         0          8            47       0000000000101111  
5349     0001010011100101   1          13         0          3            1003     0000001111101011  
5351     0001010011100111   3          14         1          1            9031     0010001101000111  
5353     0001010011101001   1          13         0          1            4015     0000111110101111  
5355     0001010011101011   2          13         0          1            6025     0001011110001001  
5357     0001010011101101   1          13         0          2            2009     0000011111011001  
5359     0001010011101111   4          15         2          1            13567    0011010011111111  
5361     0001010011110001   1          13         0          1            4021     0000111110110101  
5363     0001010011110011   2          13         0          2            3017     0000101111001001  
5365     0001010011110101   1          13         0          4            503      0000000111110111  
5367     0001010011110111   3          14         1          2            4529     0001000110110001  
5369     0001010011111001   1          13         0          1            4027     0000111110111011  
5371     0001010011111011   2          13         0          1            6043     0001011110011011  
5373     0001010011111101   1          13         0          2            2015     0000011111011111  
5375     0001010011111111   8          17         4          2            34445    1000011010001101  
5377     0001010100000001   1          13         0          1            4033     0000111111000001  
5379     0001010100000011   2          13         0          3            1513     0000010111101001  
5381     0001010100000101   1          13         0          3            1009     0000001111110001  
5383     0001010100000111   3          14         1          1            9085     0010001101111101  
5385     0001010100001001   1          13         0          1            4039     0000111111000111  
5387     0001010100001011   2          13         0          1            6061     0001011110101101  
5389     0001010100001101   1          13         0          2            2021     0000011111100101  
5391     0001010100001111   4          15         2          5            853      0000001101010101  
5393     0001010100010001   1          13         0          1            4045     0000111111001101  
5395     0001010100010011   2          13         0          2            3035     0000101111011011  
5397     0001010100010101   1          13         0          5            253      0000000011111101  
5399     0001010100010111   3          14         1          4            1139     0000010001110011  
5401     0001010100011001   1          13         0          1            4051     0000111111010011  
5403     0001010100011011   2          13         0          1            6079     0001011110111111  
5405     0001010100011101   1          13         0          2            2027     0000011111101011  
5407     0001010100011111   5          15         2          1            20533    0101000000110101  
5409     0001010100100001   1          13         0          1            4057     0000111111011001  
5411     0001010100100011   2          13         0          4            761      0000001011111001  
5413     0001010100100101   1          13         0          3            1015     0000001111110111  
5415     0001010100100111   3          14         1          1            9139     0010001110110011  
5417     0001010100101001   1          13         0          1            4063     0000111111011111  
5419     0001010100101011   2          13         0          1            6097     0001011111010001  
5421     0001010100101101   1          13         0          2            2033     0000011111110001  
5423     0001010100101111   4          15         2          1            13729    0011010110100001  
5425     0001010100110001   1          13         0          1            4069     0000111111100101  
5427     0001010100110011   2          13         0          2            3053     0000101111101101  
5429     0001010100110101   1          13         0          4            509      0000000111111101  
5431     0001010100110111   3          14         1          2            4583     0001000111100111  
5433     0001010100111001   1          13         0          1            4075     0000111111101011  
5435     0001010100111011   2          13         0          1            6115     0001011111100011  
5437     0001010100111101   1          13         0          2            2039     0000011111110111  
5439     0001010100111111   6          16         3          2            15491    0011110010000011  
5441     0001010101000001   1          13         0          1            4081     0000111111110001  
5443     0001010101000011   2          13         0          3            1531     0000010111111011  
5445     0001010101000101   1          13         0          3            1021     0000001111111101  
5447     0001010101000111   3          14         1          1            9193     0010001111101001  
5449     0001010101001001   1          13         0          1            4087     0000111111110111  
5451     0001010101001011   2          13         0          1            6133     0001011111110101  
5453     0001010101001101   1          13         0          2            2045     0000011111111101  
5455     0001010101001111   4          15         2          2            6905     0001101011111001  
5457     0001010101010001   1          13         0          1            4093     0000111111111101  
5459     0001010101010011   2          13         0          2            3071     0000101111111111  
5461     0001010101010101   1          13         0          13           1        0000000000000001  
5463     0001010101010111   3          14         1          3            2305     0000100100000001  
5465     0001010101011001   1          13         0          1            4099     0001000000000011  
5467     0001010101011011   2          14         1          1            6151     0001100000000111  
5469     0001010101011101   1          13         0          2            2051     0000100000000011  
5471     0001010101011111   5          15         2          4            2597     0000101000100101  
5473     0001010101100001   1          13         0          1            4105     0001000000001001  
5475     0001010101100011   2          14         1          5            385      0000000110000001  
5477     0001010101100101   1          13         0          3            1027     0000010000000011  
5479     0001010101100111   3          14         1          1            9247     0010010000011111  
5481     0001010101101001   1          13         0          1            4111     0001000000001111  
5483     0001010101101011   2          14         1          1            6169     0001100000011001  
5485     0001010101101101   1          13         0          2            2057     0000100000001001  
5487     0001010101101111   4          15         2          1            13891    0011011001000011  
5489     0001010101110001   1          13         0          1            4117     0001000000010101  
5491     0001010101110011   2          14         1          2            3089     0000110000010001  
5493     0001010101110101   1          13         0          4            515      0000001000000011  
5495     0001010101110111   3          14         1          2            4637     0001001000011101  
5497     0001010101111001   1          13         0          1            4123     0001000000011011  
5499     0001010101111011   2          14         1          1            6187     0001100000101011  
5501     0001010101111101   1          13         0          2            2063     0000100000001111  
5503     0001010101111111   7          16         3          3            11755    0010110111101011  
5505     0001010110000001   1          13         0          1            4129     0001000000100001  
5507     0001010110000011   2          14         1          3            1549     0000011000001101  
5509     0001010110000101   1          13         0          3            1033     0000010000001001  
5511     0001010110000111   3          14         1          1            9301     0010010001010101  
5513     0001010110001001   1          13         0          1            4135     0001000000100111  
5515     0001010110001011   2          14         1          1            6205     0001100000111101  
5517     0001010110001101   1          13         0          2            2069     0000100000010101  
5519     0001010110001111   4          15         2          3            3493     0000110110100101  
5521     0001010110010001   1          13         0          1            4141     0001000000101101  
5523     0001010110010011   2          14         1          2            3107     0000110000100011  
5525     0001010110010101   1          13         0          5            259      0000000100000011  
5527     0001010110010111   3          14         1          5            583      0000001001000111  
5529     0001010110011001   1          13         0          1            4147     0001000000110011  
5531     0001010110011011   2          14         1          1            6223     0001100001001111  
